device,os,os_version,browser,browser_version,url,result,reasoning,public_url,page_source,timestamp
,Windows,7,firefox,109.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/28a30d02ed949610007d35a81355b5a2d6992075?auth_token=88c11bfbb4e96920a577bf49d3d478bead2ca7bbdb0812e657f6910f3cc803d0,,2024-11-19 19:18:47:795
,Windows,7,firefox,112.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:25:894
,Windows,7,firefox,112.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:30:627
,Windows,7,firefox,112.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:37:373
,Windows,7,firefox,112.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:40:1
,Windows,7,firefox,112.0,hxxps://accountid20242.wpenginepowered.com/user/login/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:42:24
,Windows,7,firefox,112.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:44:91
,Windows,7,firefox,112.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:46:25
,Windows,7,firefox,112.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:48:327
,Windows,7,firefox,112.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:50:41
,Windows,7,firefox,112.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/54e8d4dcebbd05ab348d65ecd93c2034db2f66ad?auth_token=4e4ac73abd34057c1d704141bc286684aa50f5a0c6121e51cb9b7f20958b247a,,2024-11-19 19:20:51:339
,Windows,7,firefox,113.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:4:840
,Windows,7,firefox,113.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:8:890
,Windows,7,firefox,113.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:16:538
,Windows,7,firefox,113.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:19:431
,Windows,7,firefox,113.0,hxxps://accountid20242.wpenginepowered.com/user/login/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:21:572
,Windows,7,firefox,113.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:23:711
,Windows,7,firefox,113.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:25:760
,Windows,7,firefox,113.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:27:982
,Windows,7,firefox,113.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:29:576
,Windows,7,firefox,113.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/617bb75361c423e137c1b8dd2beae53340280274?auth_token=7f259f38abf85d3f7e1566582e0233370d47494e72e77c6b810facd47721708b,,2024-11-19 19:19:31:14
,Windows,7,chrome,109.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:16:50:684
,Windows,7,chrome,109.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:16:55:807
,Windows,7,chrome,109.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:2:231
,Windows,7,chrome,109.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:4:881
,Windows,7,chrome,109.0,hxxps://accountid20242.wpenginepowered.com/user/login/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:6:797
,Windows,7,chrome,109.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:8:423
,Windows,7,chrome,109.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:10:620
,Windows,7,chrome,109.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Cisco Umbrella Blocked: This site is blocked due to a phishing threat.,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:13:126
,Windows,7,chrome,109.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:14:646
,Windows,7,chrome,109.0,hxxps://layout-metamask-ext.webflow.io/,-1,Cisco Umbrella Blocked: This site is blocked due to a phishing threat.,https://automate.browserstack.com/builds/eaf81bfbbe769bba84f0f790ea2af1ecc05aff1c/sessions/7a668902e3027fa0341b9411c5570feb07172c3f?auth_token=5e82158e4407fc7694d6c46b2e6c3c6ebd9985b30ff5ee93c437f5528ea89a82,,2024-11-19 19:17:15:917
,Windows,8,firefox,112.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/3e67f7d9b2d69700a7334e3f7798a766273bd3e8/sessions/2b5a90213926f82c3b9c86f3a6b19acf683fc4f3?auth_token=023016ccdef7f238d10d90b5f3b0558f12053f0d3220de99c002972d3c03d2e6,,2024-11-19 19:23:55:815
,Windows,8,firefox,112.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/3e67f7d9b2d69700a7334e3f7798a766273bd3e8/sessions/2b5a90213926f82c3b9c86f3a6b19acf683fc4f3?auth_token=023016ccdef7f238d10d90b5f3b0558f12053f0d3220de99c002972d3c03d2e6,,2024-11-19 19:23:59:523
,Windows,8,firefox,112.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/3e67f7d9b2d69700a7334e3f7798a766273bd3e8/sessions/2b5a90213926f82c3b9c86f3a6b19acf683fc4f3?auth_token=023016ccdef7f238d10d90b5f3b0558f12053f0d3220de99c002972d3c03d2e6,,2024-11-19 19:24:4:693
,Windows,8,firefox,112.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/3e67f7d9b2d69700a7334e3f7798a766273bd3e8/sessions/2b5a90213926f82c3b9c86f3a6b19acf683fc4f3?auth_token=023016ccdef7f238d10d90b5f3b0558f12053f0d3220de99c002972d3c03d2e6,,2024-11-19 19:24:6:815
